sentence,true_label,predicted_label,source
An HbA1c level of 6.5% or higher in patients presenting for coronary artery bypass grafting was associated with a significant increase in the incidence of deep sternal wound infection and respiratory complications.,2.0,0.0,pubmed
These findings from a large prospective cohort provide evidence that  suboptimal selenium status in Europeans may be associated with an appreciably increased risk of HCC development.,2.0,0.0,pubmed
"Breakfast frequency could be negatively associated with abdominal obesity, especially among smokers.",2.0,1.0,pubmed
Gastric band surgery has big impact on heart disease and stroke risk factors,2.0,1.0,press_release
Short antibiotic courses safer for breathing tube infections in children,2.0,1.0,press_release
"The study is the first to document the health and economic benefits of policies to reduce the burden of air pollution in a highly polluted area of China, and provides a model to measure how policies to improve air quality can protect human health.",2.0,1.0,press_release
"Even though the blood coagulation pathway may be activated in more aggressive disease related to an elevated CTC count, in this study, we did not find any association between CTCs and plasma concentrations of tPA.",2.0,1.0,pubmed
MA healthcare reform does not have early impact on disparities in cardiovascular care,2.0,0.0,press_release
"With the use of molecular subtype classification including the Ki-67  proliferation index, suspicious nodes detected in luminal B tumors by MRI are likely to have positive findings and warrant preoperative tissue sampling.",2.0,1.0,pubmed
"Overall, these results suggest that while milk and yogurt consumption is associated with a favourable body phenotype, the blood lipid profiles are less favourable when eaten as part of a low-fat high-carbohydrate dietary pattern.",2.0,1.0,pubmed
"Women with previous hypertensive pregnancy disorders have higher glucose, insulin, triglycerides, total cholesterol, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol levels measured after pregnancy compared with women with previous normotensive pregnancies.",2.0,1.0,pubmed
"In the study's analysis of 150 children treated with antibiotics for respiratory infections while on a ventilator, longer antibiotic courses did not only fail to confer extra protection against full-blown pneumonia when compared with shorter therapy, but also considerably increased a child's risk for developing drug-resistant infections within a month.",2.0,0.0,press_release
Activity restriction was the strongest predictor of risk of overweight and obesity at follow-up.,2.0,1.0,pubmed
Changes in BNP levels were associated with changes in the estimated daily salt excretion in outpatients with compensated heart failure.,2.0,1.0,pubmed
"Susceptibility to smoking among students of 6th grade is associated with being male, family dysfunction and having ever smoked in life.",2.0,1.0,pubmed
"Using portable ultrasound as a first-line imaging study in kids with suspected appendicitis helps reduce emergency room length of stay and reduces the need for CT scans, according to a team of Mount Sinai researchers.",2.0,0.0,press_release
"To our knowledge, these data provide the first  evidence of the role of serum ferritin as a risk factor for hard CHD in African-American and white postmenopausal women in the USA.",2.0,1.0,pubmed
"Among HIV-exposed uninfected infants, cCMV infection was associated with adverse perinatal outcomes.",2.0,0.0,pubmed
"Patients who had previously undergone BF were better prepared for their procedure; however, satisfaction levels after the procedure were similar in both groups.",2.0,1.0,pubmed
PF decreased more rapidly in obese men and women than among those with normal weight.,2.0,1.0,pubmed
But new research conducted at UC Davis Health System published in The Journal of Clinical Endocrinology and Metabolism provides further evidence that the protective benefits of having a pear-body shape may be more myth than reality.,2.0,0.0,press_release
"In a large population of critically ill adults, an association exists between nutrition status and mortality.",2.0,0.0,pubmed
"""This adds both risk to the patient and significant extra cost,"" said first author of the study Ronald Witteles, MD, assistant professor of cardiovascular medicine and program director of Stanford's internal medicine residency training program, who called the rates of unnecessary use ""shockingly high.""",2.0,0.0,press_release
Attendances at emergency departments can be reduced by enabling patients to see the same GP every time they visit their doctor's surgery.,2.0,1.0,press_release
"Moreover, these biomarkers are predictors of T2DM subjects and should take more attention to measure levels of these as well as to target therapy/interventions.",2.0,1.0,pubmed
Patients had a dramatic improvement in BMI after bariatric surgery and those with prior bariatric surgery had a lower risk of re-operation and revision in the short- and mid-term after a subsequent THA.,2.0,1.0,pubmed
"Alcohol use may be a risk factor for PNET, but there was considerable heterogeneity in the meta-analysis.",2.0,1.0,pubmed
These practices can serve as indicators of progressive trends in family centered care.,2.0,1.0,pubmed
"Our results suggest that non-responders to statin therapy are more likely to actually be non-adherers, since they have more characteristics that are viewed as indicators of high self-perceived health and low disease awareness, possibly making the subjects less adherent to study medication.",2.0,1.0,pubmed
Steroid therapy increases risk of blood clots 5 fold in IBD patients,2.0,0.0,press_release
"""Pre-existing diabetes was associated with a higher risk of death following CAP.""",2.0,0.0,pubmed
"Their findings reveal that the vast majority of women after breast conserving surgery receive six to seven weeks of radiation therapy, despite multiple randomized trials and professional society guidelines showing that three weeks of radiation - called hypofractionated whole breast radiation - is just as clinically effective, more convenient, and less costly.",2.0,0.0,press_release
Research prevents zoonotic feline tularemia by finding influential geospatial factors,2.0,1.0,press_release
The breast-related stereotype threat was common in patients with breast cancer.,2.0,1.0,pubmed
"The ability of HDL to attenuate endothelial inflammation is impaired in acute MI, and this metric of HDL function may serve as a predictor of new MACE, even independent of HDL cholesterol and apolipoprotein A-I.",2.0,0.0,pubmed
"The current available evidence from prospective studies suggests that there is an inverse association between Lp(a) concentration and risk of type-2 diabetes, with a higher risk of type-2 diabetes at low Lp(a) concentrations (approximately\\xa0<7\\xa0mg/dL).",2.0,0.0,pubmed
"These data, conducted in a large population of UF cases and controls, support prior studies that have found a protective association between  diabetes presence and UF risk and is further modified by race.",2.0,1.0,pubmed
"It can be regarded as an index for the relationship of apoA-I and apoB to the early, still clinically asymptomatic, steps of the pathogenesis of coronary disease.",2.0,1.0,pubmed
Adopting a home-like model of residential care may be associated with reduced prevalence and costs of PIMs.,2.0,1.0,pubmed
"However, stenting is associated with early restenosis and recurrent symptoms requiring secondary procedures.",2.0,1.0,pubmed
"This population-based study publishing in the August issue of Hepatology, a journal of the American Association for the Study of Liver Diseases, found that metabolic syndrome significantly increases risk of developing these primary liver cancers.",2.0,0.0,press_release
The clinical and biochemical indices differed significantly between  women diagnosed with PCOS living in cities and villages.,2.0,1.0,pubmed
Elevated serum triglycerides were associated with increased risk of  prostate cancer recurrence.,2.0,1.0,pubmed
We observed higher total all-cause health care costs among T2DM patients with a fixed copay (vs. coinsurance) pharmacy benefit.,2.0,1.0,pubmed
Regenstrief and IU study  Wake Up and Breathe program benefits ICU patients,2.0,1.0,press_release
"We did not find any clinically relevant differences in the lipid profile, CRP, fasting blood glucose and other markers of atherosclerosis, between long-term consumption of red and white wine.",2.0,1.0,pubmed
"LDL-C levels\\xa0<25 or\\xa0<15 mg/dl on alirocumab were not associated with an increase in overall treatment-emergent adverse event rates or neurocognitive events, although cataract incidence appeared to be\\xa0increased\\xa0in the group achieving LDL-C levels\\xa0<25 mg/dl.",2.0,0.0,pubmed
Green spaces found to increase birth weight    Ben Gurion U  researcher,2.0,0.0,press_release
Combining novel urinary biomarkers of renal injury with a creatinine-based metric soon after cardiac surgery provided excellent prognostic utility for serious adverse outcomes.,2.0,1.0,pubmed
"Cases of refractory diabetic macular edema that did not respond to previous treatment, such as anti-vascular endothelial growth factor injections and laser photocoagulation, exhibited improvements in visual acuity and decreases in retinal thickness after IVD implantation.",2.0,1.0,pubmed
This study identified predictor factors positively associated with ideal weight loss.,2.0,1.0,pubmed
There were positive associations between lipid profile components and serum chemerin levels.,2.0,1.0,pubmed
EHR based screening program for AAA cuts the number of at risk men by more than half,2.0,0.0,press_release
Pre-operative body mass index was a useful predictor for recurrence and survival in patients who underwent microvascular reconstruction for head and  neck squamous cell cancer.,2.0,1.0,pubmed
Lung cancer diagnosis tool shown to be safe and effective for older patients,2.0,1.0,press_release
"Between 2005-2006 and 2013-2014, the prevalence of chronic conditions increased across all segments of the childbearing population.",2.0,1.0,pubmed
"Incident PD patients treated with low GDP solution have less severe systemic inflammation but trends of less ultrafiltration, and more fluid accumulation.",2.0,1.0,pubmed
It also showed increased inflammation in both T1D and IA children when compared to controls.,2.0,1.0,pubmed
Participating in 3 h·wk(-1) of vigorous-intensity activity is associated with a 22% lower risk of MI among men.,2.0,1.0,pubmed
Nudging doctors in intensive care unit reduces deaths,2.0,1.0,press_release
This association is linked with an alarming level of vascular morbidity.,2.0,0.0,pubmed
Risks associated with surgery included specific micronutrient deficiencies and the need for additional abdominal procedures.,2.0,1.0,pubmed
"Individuals with high plasma concentrations of methionine, choline,  and betaine may be at reduced risk of CRC.",2.0,1.0,pubmed
A physical activity-friendly school environment is associated with lower risk of obesity.,2.0,1.0,pubmed
We could not find any relationship between postadolescent acne and nutritional anemia in our study.,2.0,0.0,pubmed
Soy spells fewer hot flashes for certain women,2.0,1.0,press_release
"Dactylitis is a frequent manifestation in patients with SpA, even during the early stages of the disease.",2.0,0.0,pubmed
We report a new mathematical model predictive of GCV in women in the third trimester of pregnancy.,2.0,1.0,pubmed
Mayo Clinic researchers confirm value of therapeutic hypothermia after cardiac arrest,2.0,0.0,press_release
"This reduction was also observed among overweight/obese and hypertensive, but not among diabetic men.",2.0,1.0,pubmed
"""Decreased LMW, total, and HMW adiponectin levels are associated with diabetes.""",2.0,1.0,pubmed
Findings of this study demonstrated that there was a significant improvement in dietary diversity of adolescents in intervention schools.,2.0,1.0,pubmed
Diabetes  Good self management helps to reduce mortality,2.0,1.0,press_release
Evidence mixed on whether retail clinics disrupt doctor patient relationships,2.0,0.0,press_release
"Poor metabolic health, irrespective of BMI was associated with greater depressive symptoms at the start of follow-up, whereas a poorer course of depressive symptoms over time was observed only in those with both obesity and poor metabolic health.",2.0,1.0,pubmed
New research findings published in the December issue of the Journal of the American College of Surgeons confirm that factors such as smoking and obesity increase the odds of early implant loss in women who undergo mastectomy and immediate breast reconstruction with implants.,2.0,0.0,press_release
"Even mild depressive symptoms can weaken the outcome of lumbar spinal stenosis surgery, according to a recent study completed at the University of Eastern Finland and Kuopio University Hospital.",2.0,0.0,press_release
UC Davis study finds that above normal weight alone does not increase the short term risk of death,2.0,0.0,press_release
"""High sodium concentrations in spot urine were associated with subsequent systolic blood pressure increases among non-overweight normotensive individuals.""",2.0,1.0,pubmed
Modest alcohol consumption lowers risk and severity of liver disease,2.0,0.0,press_release
"Defects of the mitochondrial respiratory chain have emerged as the most common cause of childhood and adult neurometabolic disease, with an estimated prevalence of l in 5,000 live births.",2.0,0.0,press_release
MCP-1 could be used as a biomarker to identify high-risk patients for potential AKI prevention strategies in the setting of cardiac operations.,2.0,1.0,pubmed
"Ulcer grade and severity are also important predictors for healing time, and early screening to assess the severity and initiation of prompt treatment is important.",2.0,1.0,pubmed
GNRI at admission may independently predict FIM gain.,2.0,1.0,pubmed
Simple test in the ambulance saves lives after heart attack  new study finds,2.0,0.0,press_release
"""We found a positive relationship between alcohol consumption and breast cancer risk, suggesting that this modifiable risk factor should be addressed in breast cancer prevention programs in Africa.""",2.0,0.0,pubmed
Î²-CTx had no significant association with DR. ,2.0,1.0,pubmed
Location of body fat can increase hypertension risk,2.0,0.0,press_release
"After two decades of arduous research, a National Institutes of Health (NIH)-funded investigator at the Children's Hospital of Michigan (CHM) at the Detroit Medical Center (DMC) and the Wayne State University School of Medicine has published a new study showing that many children with an often fatal type of heart disease can recover ""normal size and function"" of damaged sections of their hearts.",2.0,0.0,press_release
Stopping statin therapy increases risk of death for rheumatoid arthritis patients,2.0,1.0,press_release
Omega-3 and omega-6 FA intakes are inversely associated with inflammatory biomarkers among CVD patients.,2.0,0.0,pubmed
"Compared with testing using the Carpenter-Coustan criteria, the IADPSG criteria for diagnosis of GDM were associated with higher rates of GDM, cesarean delivery, shoulder dystocia, and neonatal intensive care unit admission.",2.0,0.0,pubmed
"Higher flu vaccination rates for health care personnel can dramatically reduce the threat of flu outbreak among nursing home residents, according to a study published in the October issue of Infection Control and Hospital Epidemiology, the journal of the Society for Healthcare Epidemiology of America.",2.0,1.0,press_release
"""Regional fat distribution was related to lipid profile independently  of BMI.""",2.0,0.0,pubmed
"After total thyroidectomy, increases in weight and serum cholesterol  were observed in the eSCH group.",2.0,1.0,pubmed
"""Follistatin is elevated and activins A and B are not different between PCOS and controls.""",2.0,0.0,pubmed
"Severe traumatic injury produced substantial hypocholesterolemia that is greater with chest injury, shock, and RBC transfusion, but less with brain injury.",2.0,0.0,pubmed
"A new study from researchers at the Hospital of the University of Pennsylvania reports that endoluminal (endoscopic) therapies, combining resection and ablation techniques, for patients with Barrett's esophagus and high-grade dysplasia or early mucosal cancer have a high success rate, with durable results and a low risk of complications.",2.0,0.0,press_release
Baseline PaCO2  predicted persistent ventilatory failure on treatment.,2.0,1.0,pubmed
Raising  good  cholesterol levels reduces heart attack and stroke risk in diabetes patients,2.0,1.0,press_release
"Patients with a low energy fracture of the foot or ankle were at particular risk for low vitamin D, especially if they smoked, were obese, or had other medical risk factors.",2.0,0.0,pubmed
Coffee consumption reduces fibrosis risk in those with fatty liver disease,2.0,0.0,press_release
New study postulates the role of dietary advanced glycation end products in the risk of Alzheimer s,2.0,0.0,press_release
Meta-analysis showed no significant association between HIV-positivity and GDM.,2.0,0.0,pubmed
"Paracetamol-codeine combination overdoses are rarely associated with severe respiratory depression, with only two given naloxone and none intubated for respiratory depression.",2.0,0.0,pubmed
Restriction of dairy and meat consumption is common and is negatively associated  with intake or status of micronutrients like calcium and iron.,2.0,1.0,pubmed
"Even though iodine status was progressively worsening with the advancement of pregnancy and iodized salt consumption has not met with the increasing demand for iodine, it was not reflected in the serum TSH level.",2.0,0.0,pubmed
"In the present study, large tumour size and positive or uncertain margin status were associated with a higher risk of death from breast cancer after treatment for primary DCIS.",2.0,1.0,pubmed
"In a joint collaboration between the Global Health Institute at EPFL in Switzerland and Louisiana State University, clear evidence was found that a never-before-seen strain of Mycobacterium leprae has emerged in the Southern United States and that it is transmitted through contact with armadillos carrying the disease.",2.0,0.0,press_release
"Many metals, including manganese, copper, zinc, arsenic, selenium, and cadmium in plasma, are associated with the morbidity of diabetes.",2.0,1.0,pubmed
Study finds diagnosing physicians influence therapy decisions for prostate cancer patients,2.0,1.0,press_release
"Six months after RYGB, systemic inflammation was reduced in both supplementation schemes.",2.0,1.0,pubmed
The likelihood of malignancy for a NML on screening breast US was greater than 2%.,2.0,1.0,pubmed
"Hence, the assessment of NT is predictor of cholelithiasis.",2.0,1.0,pubmed
"The meta-analysis demonstrated that the G allele of the SUMO4 M55V polymorphism could be a susceptible risk locus to T2DM, mainly in the Chinese population, while the association in other ethnic population needs to be further validated in studies with relatively large samples.",2.0,0.0,pubmed
"Placing children into a mixed reality--part virtual environment and part real world--has great potential for increasing their physical activity and decreasing their risk of obesity, according to University of Georgia researchers.",2.0,1.0,press_release
Anti-HBs levels decrease after 10-31 years and fall below a level considered protective in approximately 25% of cases.,2.0,1.0,pubmed
"However, no statistical difference was detected in the rate of malignancy between non-mass enhancement with (18%) or without (12%) a correlate.",2.0,1.0,pubmed
"In a genome wide meta-analysis of two independent cohorts from UK and Finland, we identified potential associations at three distinct loci.",2.0,0.0,pubmed
"Intensive dialysis treatments in pregnant women with kidney failure lead to a higher proportion of live births than standard dialysis care, according to a study appearing in an upcoming issue of the Journal of the American Society of Nephrology (JASN).",2.0,0.0,press_release
The rs7903146 (C/T) polymorphism of the TCF7L2 gene might not be associated with obesity in the Cameroonian population.,2.0,0.0,pubmed
"Child but not maternal snoring, was related to child adiposity and cardiometabolic outcomes.",2.0,0.0,pubmed
"In this large multinational study, treatment with SGLT-2i versus other glucose-lowering drugs was associated with a lower risk of HHF and death, suggesting that the benefits seen with empagliflozin in a randomized trial may be a class effect applicable to a broad population of patients with type 2 diabetes  mellitus in real-world practice.",2.0,0.0,pubmed
"""pCR is an independent predictor of favourable clinical outcomes in all molecular subtypes in a two-step multivariate analysis.""",2.0,0.0,pubmed
"Our data suggest that higher than while sedentary behavior is related to worse fasting glucose, this relationship is attenuated when PA is taken into account.",2.0,1.0,pubmed
"Cerebral blood flow is altered after cardiac arrest, with decreased spontaneous fluctuations in non-survivors.",2.0,0.0,pubmed
"Physical activity significantly extends the lives of male cancer survivors, a new study of 1,021 men has found.",2.0,1.0,press_release
This was not associated with any dyslipidemic changes as the lipid parameters were not elevated in them compared to the healthy controls.,2.0,1.0,pubmed
The risk during 6 months of these adverse events increased with psychological or sedative drug use.,2.0,0.0,pubmed
ApoD expression is likely not a predictor of recurrence in tamoxifen-treated patients.,2.0,0.0,pubmed
Results suggest that two repair processes may be present in the area where RPE tears developed.,2.0,0.0,pubmed
"Among the control individuals, females had a significantly shorter NT than males.",2.0,1.0,pubmed
Rosuvastatin treatments particularly effective among prediabetic patients,2.0,1.0,press_release
No other adipose variable was significant.,2.0,1.0,pubmed
"Using a specially designed risk assessment tool was an effective way of identifying violent hospital patients in medical and surgical units, according to a study in the November issue of the Journal of Advanced Nursing.",2.0,0.0,press_release
Platelet transfusions increase odds of death in some rare blood cell disorders,2.0,0.0,press_release
"The test, available at the UPMC/UPCI Multidisciplinary Thyroid Center and other diagnostic testing agencies, improved the chances of patients getting the correct initial surgery by 30 percent, according to the study published this month in the Annals of Surgery.",2.0,1.0,press_release
25(OH)D had significant inverse and direct relationship with FBG and WC.,2.0,1.0,pubmed
"""These improvements were greater with a low-fat vegan diet.""",2.0,0.0,pubmed
"Besides, the relationship between increase of dietary  diversity and risk of obesity should be treated circumspectly.",2.0,1.0,pubmed
"It is relatively common for doctors to diagnose someone with multiple sclerosis when the patient doesn't have the disease -- a misdiagnosis that not only causes patients potential harm but costs the U.S. health care system untold millions of dollars a year, according to a study published online today in the journal Neurology.",2.0,0.0,press_release
Metformin can substantially reduce the risk of Parkinson s disease in diabetes,2.0,0.0,press_release
Adherence to healthful dietary patterns is associated with favorable concentrations of many cardiometabolic and endocrine biomarkers.,2.0,1.0,pubmed
"Scientists and parents have worked together to identify a new genetic disease that causes neurologic, muscle, eye and liver problems in children.",2.0,0.0,press_release
"The present study supports that important risk factors for PD are very young age group (especially under 1 year old), lack of breastfeeding and malnutrition.",2.0,1.0,pubmed
"The researchers found that about 85 percent of these stretches of DNA make RNA, a molecule that increasingly is being found to play important roles within cells.",2.0,1.0,press_release
Eyes with a robust early response demonstrated â‰¥10-letter long-term gain in BCVA at a significantly higher rate compared to those with poor early response.,2.0,1.0,pubmed
"In ACS patients, without previous history of DM, MS is highly prevalent.",2.0,0.0,pubmed
"Carriers of this allele have high levels of MDA, APOB and LP(a), a high APOB/APOA1 ratio and  low ARE activity.",2.0,0.0,pubmed
"The results of this meta-analysis support the hypothesis that RBP4 is a modest independent risk factor for GDM (i.e., nonobese patients with GDM might express RBP4 at abnormal levels).",2.0,0.0,pubmed
"The presence of PU is also related to adverse outcomes, such as MV duration and ICU and hospital mortality.",2.0,1.0,pubmed
Study shows Florida s participation in ACS NSQIP resulted in statewide improvement,2.0,0.0,press_release
"A computerized checklist system designed to help physicians identify and use the best methods of preventing potentially deadly blood clots in hospitalized trauma patients dramatically reduced the number of these dangerous venous thromboembolisms (VTEs), new Johns Hopkins research suggests.",2.0,0.0,press_release
"Overall, the follow-up of triage patients showed lower health-related quality of life than an age- and sex-matched control population.",2.0,1.0,pubmed
"Manish Patel from the Centers for Disease Control and Prevention in Atlanta, Georgia, USA, and colleagues show that these real-world impact data--what actually happens in reality rather than in strictly controlled clinical trial settings--are consistent with the clinical trials and conclude that their study strengthens the evidence base for use of rotavirus vaccination as an effective measure for controlling severe and fatal childhood diarrhea.",2.0,0.0,press_release
"In particular, a low BMI was an independent prognostic factor for poorer survival in the multivariate analysis.",2.0,1.0,pubmed
"An international multicenter study reports that over-the-scope clip (OTSC) placement is a safe and effective therapy for the closure of gastrointestinal (GI) defects, which includes anastomotic leaks, fistulae and perforations.",2.0,1.0,press_release
"Our findings suggested that the increased plasma level of 27-OHC was associated with MCI, suggesting high plasma levels of 27-OHC may pay an important role in the development of MCI.",2.0,0.0,pubmed
""" In this study, obese patients tended to have more favorable pathologic features.",2.0,1.0,pubmed
"A cerebral aneurysm refers to an abnormal bulging of one of the arteries in the brain, which is often only discovered when it ruptures, causing a potentially fatal and/or disabling bleed.",2.0,0.0,press_release
"In diabetic patients with MV-CAD, CABG was associated with a lower rate of long-term MACCE relative\\xa0to PCI for both ACS and SIHD.",2.0,1.0,pubmed
"Mining the records of routine interactions between patients and their care providers can detect drug side effects a couple of years before an official alert from the U.S. Food and Drug Administration, a Stanford University School of Medicine study has found.",2.0,0.0,press_release
"There are negative correlations between hearing recovery and Non-HDL-C, TC and TG levels.",2.0,1.0,pubmed
"STIs can make HIV easier to transmit even after antiretroviral therapy has begun, so rooting out STI co-infections in patients should improve HIV prevention.",2.0,0.0,press_release
A history of a previous DFI episode did not predict a greater likelihood of any antibiotic-resistant isolate in subsequent episodes.,2.0,0.0,pubmed
"""In type 2 diabetes patients, leukocyte telomere length is significantly reduced, whereas the telomerase activity seems less influenced.""",2.0,0.0,pubmed
Low sodium levels increases liver transplant survival benefit in the sickest patients,2.0,1.0,press_release
The low grade of emulsification (12.9 %) in  our patients could not be related to LMWC or cholesterol changes.,2.0,1.0,pubmed
"Mild PTSD symptoms are common in patients with lung cancer 6 months after treatment; however, a full diagnosis of PTSD is uncommon.",2.0,0.0,pubmed
Substantial WL may predict for poor overall survival.,2.0,1.0,pubmed
"""These results indicate that the NRST is a promising screening tool for the prediction of malnutrition and sarcopenia in community-dwelling older Japanese people.""",2.0,0.0,pubmed
Vitamin K insufficiency was present in 40% and not related to deficiencies in other vitamins or micronutrients.,2.0,0.0,pubmed
"The use of trastuzumab, chemotherapy and surgery among women with HER2-positive metastatic breast cancer significantly improved survival from the time central nervous system metastases were diagnosed.",2.0,1.0,press_release
Physical activity is also associated with favorable HDL-C.,2.0,1.0,pubmed
""" Childrens dietary fatty acid intake, but not maternal dietary counselling was shown to be related to blood apolipoproteins in children.""",2.0,0.0,pubmed
Bedwetting can be due to undiagnosed constipation  research shows,2.0,1.0,press_release
Early treatment response  directly correlated with overall change in BCVA.,2.0,1.0,pubmed
Patients with FPG-CV higher than 34.6% or HbA1c-CV higher than 8.4%  exhibited an increased risk of COPD.,2.0,1.0,pubmed
The severity of poor glucose control among patients  with diabetes was also linearly associated with the risk of TB.,2.0,0.0,pubmed
"In this contemporary cohort, incidence of fever was low but CD4 cell count less than 200/mm³ remained associated with the highest incidence of fever.",2.0,1.0,pubmed
"""We have identified common variants in SLCO1B1 that are strongly associated with an increased risk of statin-induced myopathy.""",2.0,0.0,pubmed
"Limited evidence of Level II-2, fair quality, concerning whether CHC  use modifies the risk of AMI and stroke in obese women is inconclusive, while a single study of Level II-2, poor quality, found that obese COC users may be at higher risk for CVT compared with normal-weight nonusers.",2.0,0.0,pubmed
Vitamin D does not contribute to kidney stones  study asserts,2.0,0.0,press_release
"The  intragastric pressure rise inducing this effect is well\\xa0within the range associated with differing waist circumference and likely to be relevant to the association between obesity and reflux disease.""",2.0,1.0,pubmed
Early subjective clinical judgment of physicians correlates more closely with 3-month outcome after ICH than prognostic scales.,2.0,1.0,pubmed
Proper patient selection is an important variable.,2.0,1.0,pubmed
Study finds coordinated approach improves quality of primary care,2.0,1.0,press_release
Elderly caregivers of elderly people who have higher levels of burden have lower perceived social support.,2.0,0.0,pubmed
